,age,sex,weight,reaction,count,applnNo
481,1,2,l,DRUG WITHDRAWAL SYNDROME NEONATAL,3,NDA207932
482,1,2,l,LOW BIRTH WEIGHT BABY,2,NDA207932
483,4,2,n,ABDOMINAL DISCOMFORT,1,NDA207932
484,4,2,n,ABDOMINAL PAIN UPPER,1,NDA207932
485,4,2,n,PRODUCT DOSE OMISSION ISSUE,1,NDA207932
486,5,2,l,ORAL ADMINISTRATION COMPLICATION,1,NDA207932
487,5,2,l,PRODUCT PHYSICAL CONSISTENCY ISSUE,1,NDA207932
488,5,2,l,PRODUCT SOLUBILITY ABNORMAL,1,NDA207932
489,5,2,n,THERAPEUTIC RESPONSE DECREASED,5,NDA207932
490,5,2,n,WRONG TECHNIQUE IN PRODUCT USAGE PROCESS,5,NDA207932
491,5,2,n,DRUG INEFFECTIVE,4,NDA207932
492,5,2,h,WRONG TECHNIQUE IN PRODUCT USAGE PROCESS,4,NDA207932
493,5,2,h,THERAPEUTIC RESPONSE DECREASED,3,NDA207932
494,5,2,h,HYPOGLYCAEMIA,2,NDA207932
495,6,2,l,ORAL MUCOSAL BLISTERING,1,NDA207932
496,6,2,l,ORAL MUCOSAL ERYTHEMA,1,NDA207932
497,6,2,l,TONGUE BLISTERING,1,NDA207932
498,6,2,n,ORAL ADMINISTRATION COMPLICATION,4,NDA207932
499,6,2,n,PRODUCT ADHESION ISSUE,3,NDA207932
500,6,2,n,PRODUCT SOLUBILITY ABNORMAL,3,NDA207932
501,6,2,h,ABDOMINAL PAIN UPPER,1,NDA207932
502,6,2,h,ABNORMAL WEIGHT GAIN,1,NDA207932
503,6,2,h,AMNESIA,1,NDA207932
504,5,1,h,DRUG INEFFECTIVE,1,NDA021544
505,5,2,l,ACCIDENTAL EXPOSURE TO PRODUCT,1,NDA021544
506,5,2,l,DEVICE MALFUNCTION,1,NDA021544
507,5,2,l,UNDERDOSE,1,NDA021544
508,5,2,n,ACCIDENTAL EXPOSURE TO PRODUCT,1,NDA021544
509,5,2,n,ANAPHYLACTIC REACTION,1,NDA021544
510,5,2,n,APHASIA,1,NDA021544
511,5,2,h,ABDOMINAL DISCOMFORT,1,NDA021544
512,5,2,h,ACCIDENTAL EXPOSURE TO PRODUCT,1,NDA021544
513,5,2,h,HEADACHE,1,NDA021544
514,1,1,l,CAESAREAN SECTION,1,NDA021165
515,1,1,l,FOETAL EXPOSURE DURING PREGNANCY,1,NDA021165
516,1,1,l,MATERNAL DRUGS AFFECTING FOETUS,1,NDA021165
517,3,1,l,DRUG INEFFECTIVE,1,NDA021165
518,3,1,l,ENCOPRESIS,1,NDA021165
519,3,1,l,ERYTHEMA,1,NDA021165
520,3,1,n,ASTHMATIC CRISIS,1,NDA021165
521,3,1,n,CONDITION AGGRAVATED,1,NDA021165
522,3,1,n,COUGH,1,NDA021165
523,4,1,l,PAIN IN EXTREMITY,1,NDA021165
524,4,1,l,RENAL IMPAIRMENT,1,NDA021165
525,4,1,n,DRUG PRESCRIBING ERROR,1,NDA021165
526,4,1,n,GASTROINTESTINAL INFLAMMATION,1,NDA021165
527,4,1,n,INTESTINAL STENOSIS,1,NDA021165
528,4,1,h,BLOOD CREATINE PHOSPHOKINASE INCREASED,2,NDA021165
529,4,1,h,MYOGLOBIN BLOOD INCREASED,2,NDA021165
530,4,1,h,SOMNOLENCE,2,NDA021165
531,5,1,l,OFF LABEL USE,2,NDA021165
532,5,1,l,COLITIS ULCERATIVE,1,NDA021165
533,5,1,l,GENERAL PHYSICAL HEALTH DETERIORATION,1,NDA021165
534,5,1,n,DYSPNOEA,13,NDA021165
535,5,1,n,PAIN,7,NDA021165
536,5,1,n,ACUTE KIDNEY INJURY,6,NDA021165
537,5,1,h,PAIN,2,NDA021165
538,5,1,h,ADVERSE DRUG REACTION,1,NDA021165
539,5,1,h,ANAEMIA,1,NDA021165
540,6,1,l,DELIRIUM,1,NDA021165
541,6,1,n,DYSPNOEA,5,NDA021165
542,6,1,n,BACK PAIN,4,NDA021165
543,6,1,n,ERYTHEMA,4,NDA021165
544,6,1,h,DERMO-HYPODERMITIS,2,NDA021165
545,6,1,h,HYPOGLYCAEMIA,2,NDA021165
546,6,1,h,ACUTE KIDNEY INJURY,1,NDA021165
547,1,2,l,FOETAL EXPOSURE DURING PREGNANCY,1,NDA021165
548,1,2,l,HAEMANGIOMA CONGENITAL,1,NDA021165
549,1,2,l,LOW BIRTH WEIGHT BABY,1,NDA021165
550,2,2,l,ANTIBODY TEST POSITIVE,1,NDA021165
551,2,2,l,BLOOD IMMUNOGLOBULIN A DECREASED,1,NDA021165
552,2,2,l,BLOOD PRESSURE INCREASED,1,NDA021165
553,3,2,l,HYPERVENTILATION,1,NDA021165
554,3,2,l,URTICARIA,1,NDA021165
555,4,2,n,INTENTIONAL OVERDOSE,3,NDA021165
556,4,2,n,DIZZINESS,2,NDA021165
557,4,2,n,PYREXIA,2,NDA021165
558,5,2,l,ABDOMINAL PAIN UPPER,1,NDA021165
559,5,2,l,APPENDICITIS,1,NDA021165
560,5,2,l,COUGH,1,NDA021165
561,5,2,n,DIARRHOEA,21,NDA021165
562,5,2,n,PAIN,17,NDA021165
563,5,2,n,FATIGUE,15,NDA021165
564,5,2,h,ANGIOEDEMA,3,NDA021165
565,5,2,h,ARTHRALGIA,3,NDA021165
566,5,2,h,ASTHMA,3,NDA021165
567,6,2,l,DECREASED APPETITE,1,NDA021165
568,6,2,l,DEVICE ISSUE,1,NDA021165
569,6,2,l,DIZZINESS,1,NDA021165
570,6,2,n,CHOLESTASIS,5,NDA021165
571,6,2,n,HEPATIC CYTOLYSIS,5,NDA021165
572,6,2,n,OFF LABEL USE,5,NDA021165
573,6,2,h,HYPERTENSIVE CRISIS,5,NDA021165
574,6,2,h,SHOCK HAEMORRHAGIC,3,NDA021165
575,6,2,h,ABDOMINAL WALL HAEMATOMA,2,NDA021165
576,4,1,n,OSTEOMYELITIS BACTERIAL,1,ANDA208258
577,4,1,n,PERIRECTAL ABSCESS,1,ANDA208258
578,5,1,n,BONE PAIN,1,ANDA208258
579,5,1,n,COVID-19,1,ANDA208258
580,5,1,n,DRY SKIN,1,ANDA208258
581,5,1,h,AGEUSIA,1,ANDA208258
582,5,1,h,ANOSMIA,1,ANDA208258
583,5,1,h,BASAL CELL CARCINOMA,1,ANDA208258
584,5,2,n,DEEP VEIN THROMBOSIS,1,ANDA208258
585,5,2,n,DYSPNOEA,1,ANDA208258
586,5,2,n,PNEUMONIA,1,ANDA208258
587,6,2,n,OFF LABEL USE,2,ANDA208258
588,6,2,n,ANAL HAEMORRHAGE,1,ANDA208258
589,6,2,n,ARTHRALGIA,1,ANDA208258
590,5,1,n,ABDOMINAL PAIN UPPER,3,NDA208261
591,5,1,n,ANAL HAEMORRHAGE,3,NDA208261
592,5,1,n,CORONAVIRUS TEST POSITIVE,3,NDA208261
593,5,1,h,ACNE,1,NDA208261
594,5,1,h,ALOPECIA,1,NDA208261
595,5,1,h,BLOOD CALCIUM DECREASED,1,NDA208261
596,6,1,h,ABDOMINAL PAIN,1,NDA208261
597,6,1,h,ARTHRALGIA,1,NDA208261
598,6,1,h,HEADACHE,1,NDA208261
599,5,2,n,ANHEDONIA,2,NDA208261
600,5,2,n,ANXIETY,2,NDA208261
601,5,2,n,EMOTIONAL DISTRESS,2,NDA208261
602,6,2,n,ABDOMINAL PAIN,1,NDA208261
603,6,2,n,HEPATITIS C,1,NDA208261
604,6,2,n,HYPOKALAEMIA,1,NDA208261
605,1,1,l,AGITATION NEONATAL,1,BLA125118
606,1,1,l,HYPERTONIA NEONATAL,1,BLA125118
607,1,1,l,IMMATURE RESPIRATORY SYSTEM,1,BLA125118
608,2,1,l,COUGH,1,BLA125118
609,2,1,l,COVID-19,1,BLA125118
610,2,1,l,DIARRHOEA,1,BLA125118
611,3,1,l,SYNCOPE,1,BLA125118
612,4,1,l,COUGH,2,BLA125118
613,4,1,l,PRESCRIBED UNDERDOSE,2,BLA125118
614,4,1,l,ARTHRALGIA,1,BLA125118
615,4,1,n,DRUG INEFFECTIVE,4,BLA125118
616,4,1,n,HEPATITIS B VIRUS TEST POSITIVE,3,BLA125118
617,4,1,n,INFUSION RELATED REACTION,3,BLA125118
618,4,1,h,CHEST PAIN,1,BLA125118
619,4,1,h,CHILLS,1,BLA125118
620,4,1,h,COUGH,1,BLA125118
621,5,1,l,BLISTER,1,BLA125118
622,5,1,l,CHILLS,1,BLA125118
623,5,1,l,DIABETIC COMA,1,BLA125118
624,5,1,n,DRUG INEFFECTIVE,46,BLA125118
625,5,1,n,HEADACHE,36,BLA125118
626,5,1,n,DRUG INTOLERANCE,33,BLA125118
627,5,1,h,DRUG INEFFECTIVE,13,BLA125118
628,5,1,h,ARTHRALGIA,10,BLA125118
629,5,1,h,RHEUMATOID ARTHRITIS,10,BLA125118
630,6,1,l,ABDOMINAL PAIN UPPER,1,BLA125118
631,6,1,l,ARTHRALGIA,1,BLA125118
632,6,1,l,BACK PAIN,1,BLA125118
633,6,1,n,RHEUMATOID ARTHRITIS,17,BLA125118
634,6,1,n,BLOOD PRESSURE SYSTOLIC INCREASED,15,BLA125118
635,6,1,n,DRUG INEFFECTIVE,15,BLA125118
636,6,1,h,DRUG INEFFECTIVE,7,BLA125118
637,6,1,h,RHEUMATOID ARTHRITIS,7,BLA125118
638,6,1,h,ARTHRALGIA,4,BLA125118
639,1,2,l,LOW BIRTH WEIGHT BABY,2,BLA125118
640,1,2,l,MATERNAL EXPOSURE BEFORE PREGNANCY,2,BLA125118
641,1,2,l,MATERNAL EXPOSURE DURING PREGNANCY,2,BLA125118
642,1,2,h,LOW BIRTH WEIGHT BABY,1,BLA125118
643,1,2,h,MATERNAL EXPOSURE BEFORE PREGNANCY,1,BLA125118
644,1,2,h,MATERNAL EXPOSURE DURING PREGNANCY,1,BLA125118
645,2,2,n,ADRENAL INSUFFICIENCY,1,BLA125118
646,2,2,n,ANTIBODY TEST POSITIVE,1,BLA125118
647,2,2,n,ARTHRALGIA,1,BLA125118
648,3,2,l,DRUG INEFFECTIVE,16,BLA125118
649,3,2,l,GENERAL PHYSICAL HEALTH DETERIORATION,14,BLA125118
650,3,2,l,INFUSION SITE REACTION,14,BLA125118
651,3,2,n,ADRENAL INSUFFICIENCY,12,BLA125118
652,3,2,n,ARTHRITIS,12,BLA125118
653,3,2,n,BODY HEIGHT BELOW NORMAL,12,BLA125118
654,4,2,l,DRUG INEFFECTIVE,7,BLA125118
655,4,2,l,ARTHRITIS,5,BLA125118
656,4,2,l,ARTHROPATHY,5,BLA125118
657,4,2,n,OFF LABEL USE,10,BLA125118
658,4,2,n,ARTHROPATHY,9,BLA125118
659,4,2,n,DRUG INEFFECTIVE,9,BLA125118
660,5,2,l,ARTHRALGIA,2,BLA125118
661,5,2,l,ARTHROPATHY,2,BLA125118
662,5,2,l,DRUG INEFFECTIVE,2,BLA125118
663,5,2,n,DRUG INEFFECTIVE,451,BLA125118
664,5,2,n,PAIN,383,BLA125118
665,5,2,n,RHEUMATOID ARTHRITIS,379,BLA125118
666,5,2,h,DRUG INEFFECTIVE,362,BLA125118
667,5,2,h,BLISTER,324,BLA125118
668,5,2,h,PAIN,320,BLA125118
669,6,2,l,RHEUMATOID ARTHRITIS,3,BLA125118
670,6,2,l,DRUG INEFFECTIVE,2,BLA125118
671,6,2,l,HAEMOTHORAX,2,BLA125118
672,6,2,n,DRUG INEFFECTIVE,158,BLA125118
673,6,2,n,ARTHRALGIA,88,BLA125118
674,6,2,n,RHEUMATOID ARTHRITIS,78,BLA125118
675,6,2,h,PAIN,8,BLA125118
676,6,2,h,WEIGHT DECREASED,8,BLA125118
677,6,2,h,DRUG INEFFECTIVE,7,BLA125118
678,3,1,l,CARDIAC DISORDER,1,NDA201367
679,3,1,l,DEATH,1,NDA201367
680,3,1,l,OFF LABEL USE,1,NDA201367
681,4,1,l,COMPLICATION ASSOCIATED WITH DEVICE,1,NDA201367
682,4,1,l,CONTUSION,1,NDA201367
683,4,1,l,GENERALISED TONIC-CLONIC SEIZURE,1,NDA201367
684,4,1,n,DECREASED APPETITE,1,NDA201367
685,4,1,n,DRUG INEFFECTIVE,1,NDA201367
686,4,1,n,HYPOAESTHESIA,1,NDA201367
687,5,1,n,SEIZURE,2,NDA201367
688,5,1,n,INFUSION SITE RASH,1,NDA201367
689,5,1,n,PETIT MAL EPILEPSY,1,NDA201367
690,3,2,l,AFFECT LABILITY,1,NDA201367
691,3,2,l,BRONCHIAL OBSTRUCTION,1,NDA201367
692,3,2,l,CONJUNCTIVITIS,1,NDA201367
693,4,2,l,LETHARGY,2,NDA201367
694,4,2,l,SEIZURE,2,NDA201367
695,4,2,l,ABNORMAL BEHAVIOUR,1,NDA201367
696,4,2,n,FATIGUE,1,NDA201367
697,4,2,n,INTERVERTEBRAL DISC PROTRUSION,1,NDA201367
698,4,2,n,OFF LABEL USE,1,NDA201367
699,5,2,l,CARDIAC VALVE DISEASE,1,NDA201367
700,5,2,l,DRUG INEFFECTIVE FOR UNAPPROVED INDICATION,1,NDA201367
701,5,2,l,ECHOCARDIOGRAM ABNORMAL,1,NDA201367
702,5,2,n,APPLICATION SITE PRURITUS,1,NDA201367
703,5,2,n,CENTRAL VENOUS CATHETERISATION,1,NDA201367
704,5,2,n,COMPLICATION ASSOCIATED WITH DEVICE,1,NDA201367
705,1,1,l,FOETAL EXPOSURE DURING PREGNANCY,2,NDA009170
706,1,1,l,INCUBATOR THERAPY,2,NDA009170
707,1,1,l,LOW BIRTH WEIGHT BABY,2,NDA009170
708,5,1,n,PRURITUS,4,NDA009170
709,5,1,n,WEIGHT DECREASED,4,NDA009170
710,5,1,n,AGGRESSION,3,NDA009170
711,5,1,h,DRUG INEFFECTIVE,4,NDA009170
712,5,1,h,PRURITUS,2,NDA009170
713,5,1,h,ABDOMINAL DISCOMFORT,1,NDA009170
714,6,1,n,FATIGUE,7,NDA009170
715,6,1,n,DRUG INEFFECTIVE,5,NDA009170
716,6,1,n,OFF LABEL USE,5,NDA009170
717,6,1,h,OFF LABEL USE,3,NDA009170
718,6,1,h,DIZZINESS,2,NDA009170
719,6,1,h,DRUG INTERACTION,2,NDA009170
720,1,2,l,MATERNAL EXPOSURE DURING PREGNANCY,2,NDA009170
721,1,2,l,AGITATION NEONATAL,1,NDA009170
722,1,2,l,BONE DEVELOPMENT ABNORMAL,1,NDA009170
723,5,2,l,PULMONARY EMBOLISM,1,NDA009170
724,5,2,l,TRACHEOBRONCHITIS,1,NDA009170
725,5,2,l,VENA CAVA EMBOLISM,1,NDA009170
726,5,2,n,NAUSEA,6,NDA009170
727,5,2,n,ALOPECIA,5,NDA009170
728,5,2,n,DIARRHOEA,5,NDA009170
729,5,2,h,ANXIETY,2,NDA009170
730,5,2,h,CHRONIC KIDNEY DISEASE,2,NDA009170
731,5,2,h,CONDITION AGGRAVATED,2,NDA009170
732,6,2,n,FALL,11,NDA009170
733,6,2,n,DIARRHOEA,10,NDA009170
734,6,2,n,PRODUCT USE ISSUE,10,NDA009170
735,6,2,h,DIZZINESS,3,NDA009170
736,6,2,h,DRUG INEFFECTIVE,3,NDA009170
737,6,2,h,PAIN,3,NDA009170
738,3,1,l,EPSTEIN-BARR VIRUS ASSOCIATED LYMPHOPROLIFERATIVE DISORDER,1,NDA019667
739,3,1,l,STAPHYLOCOCCAL SEPSIS,1,NDA019667
740,4,1,n,HYPOGLYCAEMIA,1,NDA019667
741,4,1,n,INJECTION SITE SWELLING,1,NDA019667
742,5,1,l,CONTRAINDICATED PRODUCT ADMINISTERED,1,NDA019667
743,5,1,l,OFF LABEL USE,1,NDA019667
744,5,1,l,PANCREAS INFECTION,1,NDA019667
745,5,1,n,PYREXIA,3,NDA019667
746,5,1,n,ASCITES,2,NDA019667
747,5,1,n,BLOOD PRESSURE DECREASED,2,NDA019667
748,5,1,h,MALAISE,6,NDA019667
749,5,1,h,ASTHENIA,5,NDA019667
750,5,1,h,NAUSEA,5,NDA019667
751,6,1,n,DYSPNOEA,3,NDA019667
752,6,1,n,FATIGUE,3,NDA019667
753,6,1,n,OFF LABEL USE,3,NDA019667
754,6,1,h,ACCIDENTAL EXPOSURE TO PRODUCT,1,NDA019667
755,6,1,h,INCORRECT DISPOSAL OF PRODUCT,1,NDA019667
756,5,2,l,BLOOD PRESSURE DIASTOLIC DECREASED,1,NDA019667
757,5,2,l,BLOOD PRESSURE SYSTOLIC DECREASED,1,NDA019667
758,5,2,l,BLOOD UREA INCREASED,1,NDA019667
759,5,2,n,DIARRHOEA,8,NDA019667
760,5,2,n,ABDOMINAL PAIN,5,NDA019667
761,5,2,n,OFF LABEL USE,5,NDA019667
762,5,2,h,ABDOMINAL DISCOMFORT,1,NDA019667
763,5,2,h,ABDOMINAL PAIN UPPER,1,NDA019667
764,5,2,h,ADMINISTRATION SITE ABSCESS,1,NDA019667
765,6,2,l,ALOPECIA,2,NDA019667
766,6,2,l,ANAEMIA,2,NDA019667
767,6,2,l,HEADACHE,2,NDA019667
768,6,2,n,DIARRHOEA,6,NDA019667
769,6,2,n,DIZZINESS,5,NDA019667
770,6,2,n,WEIGHT DECREASED,5,NDA019667
771,6,2,h,COVID-19 PNEUMONIA,1,NDA019667
772,6,2,h,FAECES DISCOLOURED,1,NDA019667
773,6,2,h,FALL,1,NDA019667
774,1,1,l,FOETAL EXPOSURE DURING PREGNANCY,1,NDA022004
775,1,1,l,PREMATURE BABY,1,NDA022004
776,3,1,l,APLASTIC ANAEMIA,8,NDA022004
777,3,1,l,MUCOSAL INFLAMMATION,6,NDA022004
778,3,1,l,DECREASED APPETITE,3,NDA022004
779,4,1,n,APLASTIC ANAEMIA,2,NDA022004
780,4,1,n,FEBRILE NEUTROPENIA,2,NDA022004
781,4,1,n,MUCOSAL INFLAMMATION,2,NDA022004
782,5,1,n,DYSPNOEA,7,NDA022004
783,5,1,n,ASTHMA,6,NDA022004
784,5,1,n,CHEST DISCOMFORT,6,NDA022004
785,5,1,h,ANXIETY,1,NDA022004
786,5,1,h,CONSTIPATION,1,NDA022004
787,5,1,h,DEPRESSION,1,NDA022004
788,6,1,n,ASTHMA,22,NDA022004
789,6,1,n,DYSPNOEA,21,NDA022004
790,6,1,n,PRODUCTIVE COUGH,21,NDA022004
791,6,1,h,THERAPEUTIC PRODUCT EFFECT INCOMPLETE,15,NDA022004
792,6,1,h,ASTHMA,14,NDA022004
793,6,1,h,CHEST DISCOMFORT,14,NDA022004
794,3,2,l,APLASTIC ANAEMIA,4,NDA022004
795,3,2,l,BLOOD COUNT ABNORMAL,1,NDA022004
796,3,2,l,BONE MARROW FAILURE,1,NDA022004
797,4,2,l,ABDOMINAL PAIN UPPER,1,NDA022004
798,4,2,l,COLONOSCOPY,1,NDA022004
799,4,2,l,DYSPHAGIA,1,NDA022004
800,4,2,n,ABDOMINAL PAIN LOWER,1,NDA022004
801,4,2,n,CHLAMYDIA TEST POSITIVE,1,NDA022004
802,4,2,n,PELVIC INFLAMMATORY DISEASE,1,NDA022004
803,5,2,n,FATIGUE,5,NDA022004
804,5,2,n,PAIN,5,NDA022004
805,5,2,n,DYSPNOEA,4,NDA022004
806,5,2,h,WHEEZING,18,NDA022004
807,5,2,h,ASTHMA,16,NDA022004
808,5,2,h,DYSPNOEA,16,NDA022004
809,6,2,l,RESPIRATORY DISTRESS,1,NDA022004
810,6,2,n,DYSPNOEA,7,NDA022004
811,6,2,n,PNEUMONIA,7,NDA022004
812,6,2,n,CHEST DISCOMFORT,6,NDA022004
813,6,2,h,ABNORMAL SENSATION IN EYE,2,NDA022004
814,6,2,h,CHEST DISCOMFORT,2,NDA022004
815,6,2,h,DIARRHOEA,2,NDA022004
816,5,1,n,TENDON RUPTURE,7,ANDA210686
817,5,1,n,HAEMOGLOBIN DECREASED,5,ANDA210686
818,5,1,n,GASTROINTESTINAL HAEMORRHAGE,4,ANDA210686
819,5,1,h,ANAEMIA,3,ANDA210686
820,5,1,h,FALL,3,ANDA210686
821,5,1,h,ARTHRALGIA,2,ANDA210686
822,6,1,l,ANAEMIA,1,ANDA210686
823,6,1,l,DYSPHAGIA,1,ANDA210686
824,6,1,l,DYSPNOEA,1,ANDA210686
825,6,1,n,PNEUMONIA,20,ANDA210686
826,6,1,n,GENERAL PHYSICAL HEALTH DETERIORATION,18,ANDA210686
827,6,1,n,ACUTE KIDNEY INJURY,17,ANDA210686
828,6,1,h,DIARRHOEA,6,ANDA210686
829,6,1,h,PNEUMONIA,6,ANDA210686
830,6,1,h,ABDOMINAL PAIN,5,ANDA210686
831,5,2,n,BLOOD POTASSIUM DECREASED,1,ANDA210686
832,5,2,n,LEFT VENTRICULAR DYSFUNCTION,1,ANDA210686
833,5,2,n,LOWER RESPIRATORY TRACT INFECTION,1,ANDA210686
834,5,2,h,LOWER RESPIRATORY TRACT INFECTION,1,ANDA210686
835,6,2,n,BLOOD BILIRUBIN INCREASED,1,ANDA210686
836,6,2,n,DECREASED APPETITE,1,ANDA210686
837,6,2,n,DYSPNOEA,1,ANDA210686
838,1,1,l,FOETAL EXPOSURE DURING PREGNANCY,2,ANDA040416
839,1,1,l,FOETAL WARFARIN SYNDROME,2,ANDA040416
840,1,1,l,CONGENITAL TRACHEOMALACIA,1,ANDA040416
841,2,1,l,EXPOSURE DURING BREAST FEEDING,1,ANDA040416
842,3,1,l,COAGULOPATHY,1,ANDA040416
843,3,1,l,GINGIVAL BLEEDING,1,ANDA040416
844,5,1,n,PAIN,7,ANDA040416
845,5,1,n,ANHEDONIA,5,ANDA040416
846,5,1,n,ANXIETY,5,ANDA040416
847,5,1,h,DIARRHOEA,4,ANDA040416
848,5,1,h,ANXIETY,3,ANDA040416
849,5,1,h,DRUG INTERACTION,3,ANDA040416
850,6,1,l,CEREBRAL HAEMORRHAGE,1,ANDA040416
851,6,1,l,DISEASE RECURRENCE,1,ANDA040416
852,6,1,n,ABDOMINAL DISTENSION,24,ANDA040416
853,6,1,n,ABDOMINAL PAIN,24,ANDA040416
854,6,1,n,OFF LABEL USE,24,ANDA040416
855,6,1,h,DYSPNOEA,7,ANDA040416
856,6,1,h,ARTHRALGIA,4,ANDA040416
857,6,1,h,THROMBOSIS,4,ANDA040416
858,1,2,l,FOETAL EXPOSURE DURING PREGNANCY,4,ANDA040416
859,1,2,l,PREMATURE BABY,4,ANDA040416
860,1,2,l,FOETAL WARFARIN SYNDROME,1,ANDA040416
861,3,2,l,CATHETERISATION CARDIAC,1,ANDA040416
862,3,2,l,DEATH,1,ANDA040416
863,3,2,l,IMPLANTABLE CARDIAC MONITOR INSERTION,1,ANDA040416
864,4,2,l,INAPPROPRIATE SCHEDULE OF PRODUCT ADMINISTRATION,1,ANDA040416
865,4,2,l,INFUSION SITE PAIN,1,ANDA040416
866,4,2,l,PRODUCT USE IN UNAPPROVED INDICATION,1,ANDA040416
867,5,2,l,FATIGUE,2,ANDA040416
868,5,2,l,CARDIAC FAILURE CONGESTIVE,1,ANDA040416
869,5,2,l,CONSTIPATION,1,ANDA040416
870,5,2,n,DYSPNOEA,11,ANDA040416
871,5,2,n,PAIN,8,ANDA040416
872,5,2,n,ALOPECIA,6,ANDA040416
873,5,2,h,ALOPECIA,6,ANDA040416
874,5,2,h,PSYCHOLOGICAL TRAUMA,5,ANDA040416
875,5,2,h,FATIGUE,3,ANDA040416
876,6,2,l,CEREBROVASCULAR ACCIDENT,2,ANDA040416
877,6,2,l,CHRONIC OBSTRUCTIVE PULMONARY DISEASE,1,ANDA040416
878,6,2,l,DISORIENTATION,1,ANDA040416
879,6,2,n,HEADACHE,18,ANDA040416
880,6,2,n,DIZZINESS,15,ANDA040416
881,6,2,n,DIARRHOEA,14,ANDA040416
882,6,2,h,HAEMATOMA,4,ANDA040416
883,6,2,h,PAIN IN EXTREMITY,4,ANDA040416
884,6,2,h,ANAEMIA,3,ANDA040416
885,4,1,n,ACUTE KIDNEY INJURY,1,NDA022511
886,4,1,n,CHRONIC KIDNEY DISEASE,1,NDA022511
887,4,1,n,HYPERTENSION,1,NDA022511
888,5,1,n,CHRONIC KIDNEY DISEASE,22,NDA022511
889,5,1,n,RENAL FAILURE,20,NDA022511
890,5,1,n,ACUTE KIDNEY INJURY,16,NDA022511
891,5,1,h,ACUTE KIDNEY INJURY,16,NDA022511
892,5,1,h,CHRONIC KIDNEY DISEASE,15,NDA022511
893,5,1,h,RENAL FAILURE,11,NDA022511
894,6,1,n,CHRONIC KIDNEY DISEASE,9,NDA022511
895,6,1,n,ACUTE KIDNEY INJURY,6,NDA022511
896,6,1,n,RENAL FAILURE,6,NDA022511
897,6,1,h,CHRONIC KIDNEY DISEASE,6,NDA022511
898,6,1,h,RENAL FAILURE,5,NDA022511
899,6,1,h,ACUTE KIDNEY INJURY,2,NDA022511
900,4,2,n,ACUTE KIDNEY INJURY,1,NDA022511
901,4,2,n,ARTHRALGIA,1,NDA022511
902,4,2,n,ARTHRITIS,1,NDA022511
903,5,2,n,PAIN,20,NDA022511
904,5,2,n,ARTHRALGIA,19,NDA022511
905,5,2,n,DRUG INEFFECTIVE,19,NDA022511
906,5,2,h,CHRONIC KIDNEY DISEASE,9,NDA022511
907,5,2,h,RENAL FAILURE,8,NDA022511
908,5,2,h,ACUTE KIDNEY INJURY,6,NDA022511
909,6,2,l,ANXIETY,1,NDA022511
910,6,2,l,ARTHRITIS,1,NDA022511
911,6,2,l,DRUG DOSE OMISSION,1,NDA022511
912,6,2,n,CHRONIC KIDNEY DISEASE,14,NDA022511
913,6,2,n,RENAL FAILURE,4,NDA022511
914,6,2,n,ACUTE KIDNEY INJURY,3,NDA022511
915,6,2,h,CHRONIC KIDNEY DISEASE,2,NDA022511
916,6,2,h,ACUTE KIDNEY INJURY,1,NDA022511
917,6,2,h,END STAGE RENAL DISEASE,1,NDA022511
918,1,1,l,FOETAL EXPOSURE DURING PREGNANCY,29,ANDA076255
919,1,1,l,PREMATURE BABY,8,ANDA076255
920,1,1,l,AGITATION NEONATAL,6,ANDA076255
921,2,1,l,CRYING,1,ANDA076255
922,2,1,l,FOETAL EXPOSURE DURING PREGNANCY,1,ANDA076255
923,2,1,l,HYPERINSULINISM,1,ANDA076255
924,3,1,l,FEBRILE NEUTROPENIA,16,ANDA076255
925,3,1,l,APLASTIC ANAEMIA,9,ANDA076255
926,3,1,l,MUCOSAL INFLAMMATION,7,ANDA076255
927,3,1,n,ABNORMAL BEHAVIOUR,1,ANDA076255
928,3,1,n,AGITATION,1,ANDA076255
929,3,1,n,IMPULSIVE BEHAVIOUR,1,ANDA076255
930,4,1,l,FACIAL PARALYSIS,3,ANDA076255
931,4,1,l,GAIT INABILITY,3,ANDA076255
932,4,1,l,HEADACHE,3,ANDA076255
933,4,1,n,FEBRILE NEUTROPENIA,10,ANDA076255
934,4,1,n,MUCOSAL INFLAMMATION,8,ANDA076255
935,4,1,n,APLASTIC ANAEMIA,6,ANDA076255
936,4,1,h,OBESITY,8,ANDA076255
937,4,1,h,BLOOD PROLACTIN INCREASED,7,ANDA076255
938,4,1,h,AGGRESSION,6,ANDA076255
939,5,1,l,AGGRESSION,5,ANDA076255
940,5,1,l,PSYCHOTIC DISORDER,5,ANDA076255
941,5,1,l,GAZE PALSY,1,ANDA076255
942,5,1,n,PAIN,44,ANDA076255
943,5,1,n,OFF LABEL USE,40,ANDA076255
944,5,1,n,ANXIETY,38,ANDA076255
945,5,1,h,ANXIETY,12,ANDA076255
946,5,1,h,WEIGHT INCREASED,12,ANDA076255
947,5,1,h,OFF LABEL USE,11,ANDA076255
948,6,1,l,EXTRAPYRAMIDAL DISORDER,3,ANDA076255
949,6,1,l,CONDITION AGGRAVATED,2,ANDA076255
950,6,1,l,FALL,2,ANDA076255
951,6,1,n,FEBRILE NEUTROPENIA,23,ANDA076255
