,Unnamed: 0,count,event,applnNo
740,740,1300,Life Threatening Event,ANDA201537
741,741,766,Serious Cases,ANDA203965
742,742,92,Death,ANDA203965
743,743,28,Disabling,ANDA203965
744,744,461,Hospitalization,ANDA203965
745,745,68,Life Threatening Event,ANDA203965
746,746,4776,Serious Cases,NDA208224
747,747,52,Death,NDA208224
748,748,157,Disabling,NDA208224
749,749,839,Hospitalization,NDA208224
750,750,181,Life Threatening Event,NDA208224
751,751,12382,Serious Cases,NDA021121
752,752,618,Death,NDA021121
753,753,487,Disabling,NDA021121
754,754,4008,Hospitalization,NDA021121
755,755,607,Life Threatening Event,NDA021121
756,756,3684,Serious Cases,NDA206143
757,757,390,Death,NDA206143
758,758,150,Disabling,NDA206143
759,759,1863,Hospitalization,NDA206143
760,760,371,Life Threatening Event,NDA206143
761,761,6777,Serious Cases,NDA021165
762,762,441,Death,NDA021165
763,763,312,Disabling,NDA021165
764,764,3313,Hospitalization,NDA021165
765,765,597,Life Threatening Event,NDA021165
766,766,158717,Serious Cases,NDA018337
767,767,35582,Death,NDA018337
768,768,6675,Disabling,NDA018337
769,769,79767,Hospitalization,NDA018337
770,770,12502,Life Threatening Event,NDA018337
771,771,1,Serious Cases,NDA020485
772,772,1089,Serious Cases,ANDA078888
773,773,191,Death,ANDA078888
774,774,58,Disabling,ANDA078888
775,775,492,Hospitalization,ANDA078888
776,776,62,Life Threatening Event,ANDA078888
777,777,7425,Serious Cases,NDA020701
778,778,267,Death,NDA020701
779,779,374,Disabling,NDA020701
780,780,2306,Hospitalization,NDA020701
781,781,259,Life Threatening Event,NDA020701
782,782,853,Serious Cases,ANDA076798
783,783,71,Death,ANDA076798
784,784,53,Disabling,ANDA076798
785,785,518,Hospitalization,ANDA076798
786,786,87,Life Threatening Event,ANDA076798
787,787,568,Serious Cases,ANDA206254
788,788,112,Death,ANDA206254
789,789,7,Disabling,ANDA206254
790,790,302,Hospitalization,ANDA206254
791,791,41,Life Threatening Event,ANDA206254
792,792,38582,Serious Cases,NDA204063
793,793,2042,Death,NDA204063
794,794,453,Disabling,NDA204063
795,795,22076,Hospitalization,NDA204063
796,796,412,Life Threatening Event,NDA204063
797,797,2287,Serious Cases,ANDA063181
798,798,518,Death,ANDA063181
799,799,218,Disabling,ANDA063181
800,800,1048,Hospitalization,ANDA063181
801,801,396,Life Threatening Event,ANDA063181
802,802,365,Serious Cases,NDA021479
803,803,52,Death,NDA021479
804,804,22,Disabling,NDA021479
805,805,210,Hospitalization,NDA021479
806,806,18,Life Threatening Event,NDA021479
807,807,645,Serious Cases,ANDA091178
808,808,89,Death,ANDA091178
809,809,25,Disabling,ANDA091178
810,810,306,Hospitalization,ANDA091178
811,811,34,Life Threatening Event,ANDA091178
812,812,4215,Serious Cases,NDA205836
813,813,304,Death,NDA205836
814,814,47,Disabling,NDA205836
815,815,1369,Hospitalization,NDA205836
816,816,126,Life Threatening Event,NDA205836
817,817,1399,Serious Cases,ANDA213810
818,818,207,Death,ANDA213810
819,819,15,Disabling,ANDA213810
820,820,550,Hospitalization,ANDA213810
821,821,406,Life Threatening Event,ANDA213810
822,822,5537,Serious Cases,NDA022030
823,823,402,Death,NDA022030
824,824,188,Disabling,NDA022030
825,825,2095,Hospitalization,NDA022030
826,826,250,Life Threatening Event,NDA022030
827,827,216,Serious Cases,ANDA207313
828,828,28,Death,ANDA207313
829,829,6,Disabling,ANDA207313
830,830,86,Hospitalization,ANDA207313
831,831,1,Life Threatening Event,ANDA207313
832,832,169744,Serious Cases,NDA019766
833,833,20426,Death,NDA019766
834,834,11650,Disabling,NDA019766
835,835,90233,Hospitalization,NDA019766
836,836,12508,Life Threatening Event,NDA019766
837,837,13099,Serious Cases,ANDA086067
838,838,2345,Death,ANDA086067
839,839,643,Disabling,ANDA086067
840,840,7544,Hospitalization,ANDA086067
841,841,1008,Life Threatening Event,ANDA086067
842,842,62923,Serious Cases,NDA021395
843,843,9223,Death,NDA021395
844,844,1962,Disabling,NDA021395
845,845,36577,Hospitalization,NDA021395
846,846,3220,Life Threatening Event,NDA021395
847,847,27293,Serious Cases,NDA021710
848,848,3352,Death,NDA021710
849,849,854,Disabling,NDA021710
850,850,12170,Hospitalization,NDA021710
851,851,1848,Life Threatening Event,NDA021710
852,852,9065,Serious Cases,NDA203085
853,853,1994,Death,NDA203085
854,854,132,Disabling,NDA203085
855,855,3583,Hospitalization,NDA203085
856,856,312,Life Threatening Event,NDA203085
857,857,23972,Serious Cases,NDA203634
858,858,2390,Death,NDA203634
859,859,730,Disabling,NDA203634
860,860,11738,Hospitalization,NDA203634
861,861,1247,Life Threatening Event,NDA203634
862,862,50845,Serious Cases,part349
863,863,6698,Death,part349
864,864,1560,Disabling,part349
865,865,28517,Hospitalization,part349
866,866,4323,Life Threatening Event,part349
867,867,389,Serious Cases,NDA204242
868,868,13,Death,NDA204242
869,869,48,Disabling,NDA204242
870,870,61,Hospitalization,NDA204242
871,871,19,Life Threatening Event,NDA204242
872,872,29879,Serious Cases,NDA050805
873,873,3078,Death,NDA050805
874,874,1943,Disabling,NDA050805
875,875,13076,Hospitalization,NDA050805
876,876,2153,Life Threatening Event,NDA050805
877,877,310,Serious Cases,ANDA215398
878,878,82,Death,ANDA215398
879,879,1,Disabling,ANDA215398
880,880,92,Hospitalization,ANDA215398
881,881,14,Life Threatening Event,ANDA215398
882,882,28165,Serious Cases,ANDA077927
883,883,2697,Death,ANDA077927
884,884,1460,Disabling,ANDA077927
885,885,11351,Hospitalization,ANDA077927
886,886,1191,Life Threatening Event,ANDA077927
887,887,549,Serious Cases,NDA207695
888,888,21,Death,NDA207695
889,889,16,Disabling,NDA207695
890,890,101,Hospitalization,NDA207695
891,891,1,Life Threatening Event,NDA207695
892,892,1,Serious Cases,ANDA090453
893,893,1,Life Threatening Event,ANDA090453
894,894,60,Serious Cases,ANDA216981
895,895,8,Death,ANDA216981
896,896,3,Disabling,ANDA216981
897,897,28,Hospitalization,ANDA216981
898,898,6,Life Threatening Event,ANDA216981
899,899,145271,Serious Cases,NDA021402
900,900,15332,Death,NDA021402
901,901,6982,Disabling,NDA021402
902,902,70976,Hospitalization,NDA021402
903,903,7757,Life Threatening Event,NDA021402
904,904,235,Serious Cases,ANDA209040
905,905,8,Death,ANDA209040
906,906,15,Disabling,ANDA209040
907,907,100,Hospitalization,ANDA209040
908,908,26,Life Threatening Event,ANDA209040
909,909,730,Serious Cases,ANDA077200
910,910,30,Death,ANDA077200
911,911,35,Disabling,ANDA077200
912,912,341,Hospitalization,ANDA077200
913,913,24,Life Threatening Event,ANDA077200
914,914,5405,Serious Cases,ANDA076679
915,915,347,Death,ANDA076679
916,916,337,Disabling,ANDA076679
917,917,2330,Hospitalization,ANDA076679
918,918,304,Life Threatening Event,ANDA076679
919,919,325,Serious Cases,NDA021184
920,920,10,Death,NDA021184
921,921,15,Disabling,NDA021184
922,922,140,Hospitalization,NDA021184
923,923,19,Life Threatening Event,NDA021184
924,924,4891,Serious Cases,NDA005010
925,925,594,Death,NDA005010
926,926,344,Disabling,NDA005010
927,927,1640,Hospitalization,NDA005010
928,928,212,Life Threatening Event,NDA005010
929,929,4433,Serious Cases,ANDA073263
930,930,443,Death,ANDA073263
931,931,125,Disabling,ANDA073263
932,932,2170,Hospitalization,ANDA073263
933,933,197,Life Threatening Event,ANDA073263
934,934,413,Serious Cases,ANDA211050
935,935,71,Death,ANDA211050
936,936,9,Disabling,ANDA211050
937,937,188,Hospitalization,ANDA211050
938,938,60,Life Threatening Event,ANDA211050
939,939,64,Serious Cases,ANDA076065
940,940,13,Death,ANDA076065
941,941,2,Disabling,ANDA076065
942,942,23,Hospitalization,ANDA076065
943,943,2,Life Threatening Event,ANDA076065
944,944,201,Serious Cases,NDA018714
945,945,22,Death,NDA018714
946,946,3,Disabling,NDA018714
947,947,87,Hospitalization,NDA018714
948,948,7,Life Threatening Event,NDA018714
949,949,54907,Serious Cases,BLA021018
950,950,5229,Death,BLA021018
951,951,2412,Disabling,BLA021018
952,952,29624,Hospitalization,BLA021018
953,953,2654,Life Threatening Event,BLA021018
954,954,3214,Serious Cases,ANDA202821
955,955,386,Death,ANDA202821
956,956,116,Disabling,ANDA202821
957,957,1754,Hospitalization,ANDA202821
958,958,253,Life Threatening Event,ANDA202821
959,959,49520,Serious Cases,NDA021774
960,960,6860,Death,NDA021774
961,961,2286,Disabling,NDA021774
962,962,24423,Hospitalization,NDA021774
963,963,2724,Life Threatening Event,NDA021774
964,964,21418,Serious Cases,NDA021286
965,965,1455,Death,NDA021286
966,966,736,Disabling,NDA021286
967,967,12491,Hospitalization,NDA021286
968,968,1000,Life Threatening Event,NDA021286
969,969,34289,Serious Cases,ANDA040416
970,970,5071,Death,ANDA040416
971,971,1344,Disabling,ANDA040416
972,972,19323,Hospitalization,ANDA040416
973,973,3071,Life Threatening Event,ANDA040416
974,974,936,Serious Cases,ANDA205960
975,975,155,Death,ANDA205960
976,976,12,Disabling,ANDA205960
977,977,483,Hospitalization,ANDA205960
978,978,28,Life Threatening Event,ANDA205960
979,979,2214,Serious Cases,NDA021978
980,980,154,Death,NDA021978
981,981,71,Disabling,NDA021978
982,982,809,Hospitalization,NDA021978
983,983,52,Life Threatening Event,NDA021978
984,984,1145,Serious Cases,NDA021205
985,985,97,Death,NDA021205
986,986,50,Disabling,NDA021205
987,987,481,Hospitalization,NDA021205
988,988,84,Life Threatening Event,NDA021205
989,989,29,Serious Cases,ANDA075231
990,990,6,Death,ANDA075231
991,991,1,Disabling,ANDA075231
992,992,13,Hospitalization,ANDA075231
993,993,3,Life Threatening Event,ANDA075231
994,994,1414,Serious Cases,NDA022100
995,995,86,Death,NDA022100
996,996,38,Disabling,NDA022100
997,997,852,Hospitalization,NDA022100
998,998,41,Life Threatening Event,NDA022100
999,999,11158,Serious Cases,ANDA077987
1000,1000,1373,Death,ANDA077987
1001,1001,459,Disabling,ANDA077987
1002,1002,5811,Hospitalization,ANDA077987
1003,1003,727,Life Threatening Event,ANDA077987
1004,1004,19952,Serious Cases,ANDA204019
1005,1005,2198,Death,ANDA204019
1006,1006,677,Disabling,ANDA204019
1007,1007,10366,Hospitalization,ANDA204019
1008,1008,1161,Life Threatening Event,ANDA204019
1009,1009,12481,Serious Cases,NDA214876
1010,1010,1215,Death,NDA214876
1011,1011,56,Disabling,NDA214876
1012,1012,4400,Hospitalization,NDA214876
1013,1013,867,Life Threatening Event,NDA214876
1014,1014,158438,Serious Cases,NDA215859
1015,1015,25479,Death,NDA215859
1016,1016,3640,Disabling,NDA215859
1017,1017,96196,Hospitalization,NDA215859
1018,1018,8358,Life Threatening Event,NDA215859
1019,1019,73,Serious Cases,ANDA208258
1020,1020,2,Death,ANDA208258
1021,1021,2,Disabling,ANDA208258
1022,1022,33,Hospitalization,ANDA208258
1023,1023,8,Life Threatening Event,ANDA208258
1024,1024,21089,Serious Cases,NDA020835
1025,1025,1860,Death,NDA020835
1026,1026,1939,Disabling,NDA020835
1027,1027,10112,Hospitalization,NDA020835
1028,1028,1355,Life Threatening Event,NDA020835
1029,1029,421,Serious Cases,ANDA090938
1030,1030,4,Death,ANDA090938
1031,1031,25,Disabling,ANDA090938
1032,1032,159,Hospitalization,ANDA090938
1033,1033,29,Life Threatening Event,ANDA090938
1034,1034,82,Serious Cases,NDA021385
1035,1035,21,Death,NDA021385
1036,1036,6,Disabling,NDA021385
1037,1037,37,Hospitalization,NDA021385
1038,1038,7,Life Threatening Event,NDA021385
1039,1039,2561,Serious Cases,NDA021398
1040,1040,283,Death,NDA021398
1041,1041,116,Disabling,NDA021398
1042,1042,962,Hospitalization,NDA021398
1043,1043,75,Life Threatening Event,NDA021398
1044,1044,15090,Serious Cases,BLA103948
1045,1045,2640,Death,BLA103948
1046,1046,604,Disabling,BLA103948
1047,1047,5642,Hospitalization,BLA103948
1048,1048,975,Life Threatening Event,BLA103948
1049,1049,3167,Serious Cases,M006
1050,1050,366,Death,M006
1051,1051,137,Disabling,M006
1052,1052,1273,Hospitalization,M006
1053,1053,318,Life Threatening Event,M006
1054,1054,25015,Serious Cases,NDA021375
1055,1055,2486,Death,NDA021375
1056,1056,1120,Disabling,NDA021375
1057,1057,11760,Hospitalization,NDA021375
1058,1058,1339,Life Threatening Event,NDA021375
1059,1059,68651,Serious Cases,NDA208090
1060,1060,18659,Death,NDA208090
1061,1061,4040,Disabling,NDA208090
1062,1062,31379,Hospitalization,NDA208090
1063,1063,3959,Life Threatening Event,NDA208090
1064,1064,5391,Serious Cases,BLA021148
1065,1065,459,Death,BLA021148
1066,1066,152,Disabling,BLA021148
1067,1067,2181,Hospitalization,BLA021148
1068,1068,296,Life Threatening Event,BLA021148
1069,1069,109262,Serious Cases,part348
1070,1070,16639,Death,part348
1071,1071,5406,Disabling,part348
1072,1072,50229,Hospitalization,part348
1073,1073,10174,Life Threatening Event,part348
1074,1074,20109,Serious Cases,BLA205692
1075,1075,2355,Death,BLA205692
1076,1076,759,Disabling,BLA205692
1077,1077,11354,Hospitalization,BLA205692
1078,1078,1554,Life Threatening Event,BLA205692
1079,1079,265870,Serious Cases,NDA204824
1080,1080,25176,Death,NDA204824
1081,1081,10746,Disabling,NDA204824
1082,1082,98560,Hospitalization,NDA204824
1083,1083,14579,Life Threatening Event,NDA204824
1084,1084,2190,Serious Cases,ANDA214396
1085,1085,152,Death,ANDA214396
1086,1086,70,Disabling,ANDA214396
1087,1087,804,Hospitalization,ANDA214396
1088,1088,51,Life Threatening Event,ANDA214396
1089,1089,484,Serious Cases,NDA017530
1090,1090,59,Death,NDA017530
1091,1091,26,Disabling,NDA017530
1092,1092,268,Hospitalization,NDA017530
1093,1093,23,Life Threatening Event,NDA017530
1094,1094,2593,Serious Cases,NDA021540
1095,1095,371,Death,NDA021540
1096,1096,101,Disabling,NDA021540
1097,1097,1029,Hospitalization,NDA021540
1098,1098,91,Life Threatening Event,NDA021540
1099,1099,3449,Serious Cases,NDA022522
1100,1100,864,Death,NDA022522
1101,1101,63,Disabling,NDA022522
1102,1102,1717,Hospitalization,NDA022522
1103,1103,124,Life Threatening Event,NDA022522
1104,1104,105,Serious Cases,ANDA216845
1105,1105,10,Death,ANDA216845
1106,1106,5,Disabling,ANDA216845
1107,1107,56,Hospitalization,ANDA216845
1108,1108,4,Life Threatening Event,ANDA216845
1109,1109,768,Serious Cases,NDA020356
1110,1110,122,Death,NDA020356
1111,1111,36,Disabling,NDA020356
1112,1112,389,Hospitalization,NDA020356
1113,1113,29,Life Threatening Event,NDA020356
1114,1114,85216,Serious Cases,NDA011153
1115,1115,14717,Death,NDA011153
1116,1116,1978,Disabling,NDA011153
1117,1117,38580,Hospitalization,NDA011153
1118,1118,7380,Life Threatening Event,NDA011153
1119,1119,4090,Serious Cases,NDA022204
1120,1120,452,Death,NDA022204
1121,1121,127,Disabling,NDA022204
1122,1122,2073,Hospitalization,NDA022204
1123,1123,111,Life Threatening Event,NDA022204
1124,1124,459,Serious Cases,NDA021926
1125,1125,24,Death,NDA021926
1126,1126,35,Disabling,NDA021926
1127,1127,140,Hospitalization,NDA021926
1128,1128,30,Life Threatening Event,NDA021926
1129,1129,232364,Serious Cases,NDA021880
1130,1130,48619,Death,NDA021880
1131,1131,3961,Disabling,NDA021880
1132,1132,95173,Hospitalization,NDA021880
1133,1133,7234,Life Threatening Event,NDA021880
1134,1134,35491,Serious Cases,BLA103976
1135,1135,2144,Death,BLA103976
1136,1136,714,Disabling,BLA103976
1137,1137,12838,Hospitalization,BLA103976
1138,1138,1668,Life Threatening Event,BLA103976
1139,1139,20028,Serious Cases,NDA021588
1140,1140,6618,Death,NDA021588
1141,1141,469,Disabling,NDA021588
1142,1142,5797,Hospitalization,NDA021588
1143,1143,678,Life Threatening Event,NDA021588
1144,1144,73503,Serious Cases,NDA020905
1145,1145,4098,Death,NDA020905
1146,1146,5952,Disabling,NDA020905
1147,1147,21381,Hospitalization,NDA020905
1148,1148,3509,Life Threatening Event,NDA020905
1149,1149,13447,Serious Cases,ANDA074461
1150,1150,960,Death,ANDA074461
1151,1151,813,Disabling,ANDA074461
1152,1152,6898,Hospitalization,ANDA074461
1153,1153,1140,Life Threatening Event,ANDA074461
1154,1154,144201,Serious Cases,BLA103705
1155,1155,25899,Death,BLA103705
1156,1156,5664,Disabling,BLA103705
1157,1157,49209,Hospitalization,BLA103705
1158,1158,9241,Life Threatening Event,BLA103705
1159,1159,26856,Serious Cases,NDA205437
1160,1160,2078,Death,NDA205437
1161,1161,1759,Disabling,NDA205437
1162,1162,7475,Hospitalization,NDA205437
1163,1163,1169,Life Threatening Event,NDA205437
1164,1164,278,Serious Cases,NDA050810
1165,1165,23,Death,NDA050810
1166,1166,13,Disabling,NDA050810
1167,1167,131,Hospitalization,NDA050810
1168,1168,10,Life Threatening Event,NDA050810
1169,1169,256,Serious Cases,ANDA091689
1170,1170,60,Death,ANDA091689
1171,1171,12,Disabling,ANDA091689
1172,1172,124,Hospitalization,ANDA091689
1173,1173,15,Life Threatening Event,ANDA091689
1174,1174,56,Serious Cases,ANDA204632
1175,1175,1,Death,ANDA204632
1176,1176,27,Hospitalization,ANDA204632
1177,1177,1,Life Threatening Event,ANDA204632
1178,1178,3837,Serious Cases,NDA021985
1179,1179,566,Death,NDA021985
1180,1180,169,Disabling,NDA021985
1181,1181,1737,Hospitalization,NDA021985
1182,1182,343,Life Threatening Event,NDA021985
1183,1183,2442,Serious Cases,ANDA206802
1184,1184,422,Death,ANDA206802
1185,1185,54,Disabling,ANDA206802
1186,1186,1324,Hospitalization,ANDA206802
1187,1187,279,Life Threatening Event,ANDA206802
1188,1188,77,Serious Cases,NDA050819
1189,1189,3,Death,NDA050819
1190,1190,3,Disabling,NDA050819
1191,1191,17,Hospitalization,NDA050819
1192,1192,1,Life Threatening Event,NDA050819
1193,1193,47067,Serious Cases,NDA021306
1194,1194,23349,Death,NDA021306
1195,1195,2671,Disabling,NDA021306
1196,1196,7603,Hospitalization,NDA021306
1197,1197,876,Life Threatening Event,NDA021306
1198,1198,27663,Serious Cases,NDA020564
1199,1199,3787,Death,NDA020564
1200,1200,639,Disabling,NDA020564
1201,1201,8597,Hospitalization,NDA020564
1202,1202,1281,Life Threatening Event,NDA020564
1203,1203,605,Serious Cases,ANDA215061
1204,1204,116,Death,ANDA215061
1205,1205,34,Disabling,ANDA215061
1206,1206,210,Hospitalization,ANDA215061
1207,1207,78,Life Threatening Event,ANDA215061
1208,1208,539,Serious Cases,ANDA076090
1209,1209,48,Death,ANDA076090
1210,1210,34,Disabling,ANDA076090
1211,1211,175,Hospitalization,ANDA076090
1212,1212,20,Life Threatening Event,ANDA076090
1213,1213,8711,Serious Cases,NDA021437
1214,1214,1016,Death,NDA021437
1215,1215,348,Disabling,NDA021437
1216,1216,5348,Hospitalization,NDA021437
1217,1217,831,Life Threatening Event,NDA021437
1218,1218,72106,Serious Cases,NDA020272
1219,1219,8479,Death,NDA020272
1220,1220,2646,Disabling,NDA020272
1221,1221,32357,Hospitalization,NDA020272
1222,1222,4973,Life Threatening Event,NDA020272
1223,1223,1320,Serious Cases,NDA021234
1224,1224,94,Death,NDA021234
1225,1225,38,Disabling,NDA021234
1226,1226,572,Hospitalization,NDA021234
1227,1227,70,Life Threatening Event,NDA021234
1228,1228,14914,Serious Cases,ANDA077903
1229,1229,2844,Death,ANDA077903
1230,1230,504,Disabling,ANDA077903
1231,1231,7696,Hospitalization,ANDA077903
1232,1232,1008,Life Threatening Event,ANDA077903
